ISIN,NAME,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,x2020,x2021,x2022
CA56501R1064,MANULIFE FINANCIAL,,,,43.38,28.42,70.56,80.57,87.19,72.99,77.37,82.29,79.25,79.15,76.2,77.36,77.54,78.64,77.82,78.07,73.97,75.78,70.49,72.1,55.56
CA59151K1084,METHANEX,,,,,,52.99,46.82,44.89,18.17,23.74,23.06,27.5,25.21,31.93,30.33,39.64,19.33,21.14,21.66,41.47,39.82,38.82,39.1,42.66
CA59162N1096,METRO,,,,,,,0,14.39,8.85,14.23,34.7,36.4,34.13,36.77,36.96,32.15,32.27,43.79,44.56,40.06,42.22,48.33,59.34,
CA6330671034,NATIONAL BANK OF CANADA,,,,,,25.81,25.56,23.63,53.17,68.26,70.71,76.04,73.98,73.34,72.85,70.87,77.54,76.06,78.91,77.05,87.1,85.55,85.83,82.73
CA6744822033,OBSIDIAN ENERGY,,,,,,0.67,14.97,23.16,27.2,34.76,34.86,31.1,25.98,25.7,24.75,18.68,21.26,20.46,5.3,5.68,3.26,4.73,12.82,
CA68272K1030,ONEX,,,,,,26.48,26.3,26.68,21.9,21.83,22.03,20.37,19.3,19.41,20.22,21.61,20.9,22.87,19.72,4.16,4.03,4.46,47.99,47.88
CA6837151068,OPEN TEXT (NAS),,,,,,0,0,0,0,0,0,0,0,0,0,0,0,31.11,34.88,41.3,51.38,66.61,71.5,75.96
CA6979001089,PAN AMERICAN SILVER,,,,,,0,0,5.73,2.12,8.54,8.85,44.01,42.6,46.52,45.45,46.89,41.93,36.74,43.95,44.8,72.35,75.4,81.89,81.99
CA7392391016,POWER CORP.CANADA,,,,,,28.33,27.21,26.86,22.98,22.5,21.6,27.02,25.05,23.11,25.94,89.35,88.09,91.45,90.6,86.11,83.13,82.36,82.25,93.4
CA74022D4075,PRECISION DRILLING,,,,,,8,0,12,0,6.06,15.91,16.29,21.62,24.18,26.25,24.4,25.64,29.38,31.84,24.55,36.21,46.47,41.83,
CA74935Q1072,RB GLOBAL (NYS),,,,,,0,0,0,0,0,11.33,9.5,24.09,27.68,26.66,19.3,15.72,20.29,21.09,19.59,25.58,26.1,33.15,29
CA7669101031,RIOCAN REIT.TST.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,13.47,31.7,37.4,70.35,73.98,84.57,86.01
CA7751092007,ROGERS COMMS.'B',,,,,,,0,0,2.51,46.78,66.72,71.35,66,69.17,67.87,54.23,63.57,64.44,64.11,67.33,68.3,84.22,76.62,82.46
CA7800871021,ROYAL BANK OF CANADA,,,,61.18,64.34,64.2,88.81,82.26,69.05,81.59,83.74,89.89,88.33,90.09,92.1,93.65,94,94.47,94.9,86.92,85.16,,82.47,79.23
CA78460T1057,SNC-LAVALIN GP.,,,,,,0,0,0,2.98,52.25,24.31,64.54,58.76,57.91,52.08,65.81,56.3,65.23,72.47,76.27,72.99,80.64,81.13,76.57
CA8029121057,SAPUTO,,,,,,,0,0,3.21,18.27,19.79,29.08,30.96,32.64,9.25,8.36,13.09,13.93,23.48,24.93,23.04,39.63,72.63,70.88
CA82028K2002,SHAW COMMS.'B' DEAD - DELIST.05/04/23,,,,,,0,0,0,0,0,3.06,4.4,20.49,18.86,19.39,27.93,27.71,21.7,21.76,21.16,34.38,46.82,,
CA8239011031,SHERRITT INTL.RESTRCTD VTG,,,,,,18,29.54,25.62,43.27,39.89,39.92,46.87,44.3,50.92,49.89,50.24,52.67,57.19,65.1,72.6,73.32,69.97,68.47,67.29
CA85472N1096,STANTEC,,,,,,,,,16.32,40.02,43.03,64.22,60.81,73.45,74.47,76.64,79.93,82.9,81.42,81.59,83.83,85.16,85.3,90.67
CA8667961053,SUN LIFE FINL.,,,,,,,34.25,68.39,47.61,43.06,40.68,69.8,68.39,73.13,74.87,78.4,74.58,75.08,75.82,55.65,90.67,89.01,89.71,92.41
CA8672241079,SUNCOR ENERGY,,,,44.84,42.97,58.95,32.18,56.2,80.45,66.77,85.08,87.76,80,75.23,78.31,79.42,70.26,70.34,70.2,70.81,78.11,75.29,75.37,72.48
CA87807B1076,TC ENERGY,,,,58.1,36.67,28.24,4.03,1.27,0.65,48.18,64.17,68.2,76.56,70.11,74.18,76.38,78.7,78.05,73.22,68.84,63.3,77.82,73.16,71.67
CA8787422044,TECK RESOURCES SUBORDINATE VOTING B,,,,,,38.85,70.98,72.91,61.35,73.3,74.78,78.98,86.99,87.71,85.92,84.28,85.48,89.51,89.7,89.76,89.1,87.49,88.42,88.91
CA87971M1032,TELUS,,,,,,,53.7,58.94,63.7,60.6,66.43,58.85,51.18,73.26,72.9,71.92,75.38,81.21,79.63,81.02,82.36,74.71,78.01,82.65
CA8849038085,THOMSON REUTERS (NYS),,,,,,0,0,0,0,9.26,19.69,24.2,33.51,51,58.19,58.57,66.16,61.96,62.58,60.03,60.95,60.47,60.87,54.83
CA8911605092,TORONTO-DOMINION BANK,,,,,,,,,67.06,83.22,84.26,93.65,92.35,90.99,91.25,92.91,94.33,93.85,93.2,85.87,85.23,84.17,83.79,81.95
CA89346D1078,TRANSALTA,,,,,,30.23,35.37,28.15,50.41,69.41,50.6,77.21,76.46,80.14,77.38,73.73,61.11,52.4,46.64,44.34,50.57,62.98,63.33,64.56
CA8959451037,TRICAN WELL SER.,,,,,,0,0,0,0,0,0,9.85,21.03,35.47,26.88,44.06,18.31,16.29,25.79,17.79,29.33,34.67,36.78,32.77
CA9611485090,WESTON GEORGE,,,,,,16.48,18.75,6.82,2.6,3.66,2.59,3.59,2.68,3.16,2.92,2.78,3.01,3.62,9.58,4.26,11.46,13.57,19.02,81.69
CA98462Y1007,YAMANA GOLD DEAD - DELIST.04/04/23,,,,,,0,0,18.3,24.86,55.05,78.95,84.47,79.88,80.09,80.13,72.72,72.08,70.38,76.29,83.97,84.2,77.38,76.98,
CH0000816824,OC OERLIKON CORPORATION,,,,13,12.93,9.13,26.39,22.19,5.34,41.38,47.35,48.1,34.11,48.76,50.5,48.14,48.97,49.65,44.37,45.07,62.57,69.79,82.34,
CH0008038389,SWISS PRIME SITE,,,,,,,,,0,0,0,10.06,11.1,17.99,21.35,26.69,33.94,51.72,50.8,48.86,55.13,56.17,51.71,48.96
CH0008742519,SWISSCOM 'R',,,,23.97,57.31,56.01,54.51,43.53,89.72,90.72,84.65,90.18,82.43,86.24,88.28,85.41,84.69,82.91,86.35,86.01,87.38,87.07,86.94,86.81
CH0010570759,CHOCOLADEFABRIKEN LINDT & SPRUENGLI,,,,,,0,0,6.36,1.08,6.79,3.21,49.79,49.19,38.33,37.48,55.39,66.08,72.66,76.13,79.92,83.45,81.95,75.77,
CH0010645932,GIVAUDAN 'N',,,,68.82,63.94,59.72,75.43,75.36,68.71,69.36,59.53,61.97,64.16,62.21,64.82,70.32,72.63,71.29,74.02,73.68,72.67,73.42,72.44,71.99
CH0011075394,ZURICH INSURANCE GROUP,,,,28.38,53.42,59.44,51.71,46.81,49.31,90.85,89.05,85.41,81.11,83.36,81.15,82.32,89.67,87.54,91.42,94.58,93.53,90.81,70.65,
CH0011432447,BASILEA PHARMACEUTICA 'R',,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0012005267,NOVARTIS 'R',,,,24.03,38.37,56.53,73.93,76.98,81.75,82.2,79.98,77.58,85.87,83.74,85.9,79.64,79.92,81.01,82.01,82.5,84.1,82.61,85.36,
CH0012032048,ROCHE HOLDING,,,,36.86,50.13,53.69,76.92,82.32,76.01,85.1,86.12,82.95,83.13,87.02,87.13,88.01,87.26,87.15,86.64,93.5,94.05,94.5,94.2,92.96
CH0012138530,CREDIT SUISSE GROUP DEAD - DELIST.14/06/23,,,,66.18,34.45,79.03,86.89,91.08,88.75,89.99,93.21,90.71,92.01,91.58,83.94,84.11,82.25,83.48,88.43,82.35,83.51,84.33,84.93,81.33
CH0012138605,ADECCO GROUP,,,,0,0,23.15,0,0,24.89,25.05,23.48,49.14,50.23,54.15,55.32,50.8,57.9,48.92,49.69,46.38,43.95,45.1,44.21,37.77
CH0012142631,CLARIANT,,,,34.87,62.43,56.62,43.06,48.56,46.69,66.46,64.75,82.89,85.25,68.33,66.22,67.35,68.43,68.4,69.83,71.5,68.94,71.14,70.16,70.47
CH0012214059,HOLCIM,,,,66.13,66.82,49.59,47.8,41.33,61.22,54.56,61.81,58.44,63.96,60.17,61.5,57.84,64.71,69.67,70.18,72.99,69.61,69.44,67.2,74.22
CH0012221716,ABB LTD N,,,,48.52,52.08,71.16,72.04,66.73,88.55,95.08,90.27,91.6,93.77,92.51,92.46,98.12,97.59,97.71,98.05,97.85,96.5,96.47,97.43,97.41
CH0012255151,THE SWATCH GROUP,,,,17.76,0,13.53,7.31,5.98,6.91,11.25,15.99,21.41,23.8,23.45,27.4,25.22,25.63,31.44,30.43,45.42,55.88,56.18,88.08,91.07
CH0012268360,KUDELSKI 'B',,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.18,28.5,27.73,27.71
CH0012410517,BALOISE HOLDING,,,,35.05,47.59,34.44,71.15,48.3,47.36,48.28,78.56,78.99,75.8,75.11,60.83,60.6,61.85,65.51,61.85,28.98,32.55,33.63,34.38,45.39
CH0012549785,SONOVA N,,,,0,0,0,0,0,12.45,3.68,35.64,37.83,42.29,36.84,47.76,49.99,48.78,47.03,70.36,71.27,75.26,76.11,76.21,75.5
CH0013841017,LONZA GROUP,,,,45,53.75,31.25,13.75,31.25,33.75,44.88,62.25,63.21,76.49,46.04,65.63,56.35,52.19,48.75,48.17,74.26,78.22,54.92,53.21,54.6
CH0014786500,VALIANT 'R',,,,,,,,,18.32,18.18,16.54,51.66,63,61.54,60.81,59.52,49.67,52.77,59.33,22.97,23.82,24.62,29.73,29.68
CH0014852781,SWISS LIFE HOLDING,,,,28.38,43.25,32.78,38.8,38.92,35.34,38.04,75.45,73.79,70.06,70.09,72.14,67.06,71.6,79.07,77.96,96.15,93.87,95.76,95.31,95.29
CH0018294154,PSP SWISS PROPERTY AG,,,,,,,0,0,0,0,0,38.72,42.64,33.78,30.49,34.14,40.57,47.24,32.38,37.24,36.93,27.25,54.63,55.57
CH0022268228,EFG INTERNATIONAL N,,,,,,,,,18.32,18.18,20.65,21.11,20.72,18.89,18.9,19.25,22.06,24.71,25.35,3.72,4.08,9.77,14.32,21.11
CH0024608827,PARTNERS GROUP HOLDING,,,,,,,,,47.39,40.09,45.85,51.61,50.07,54.16,50.44,53.65,53.96,53.69,59.43,52.25,77.73,76.81,80.29,80.33
CH0024638212,SCHINDLER 'R',,,,25.88,57.12,44.96,8.95,3.47,30.7,44.58,39.81,34.41,48.77,50.13,50.1,53.03,59.84,57.12,57.37,62.03,62.91,63.51,43.13,43.12
CH0025238863,KUEHNE UND NAGEL INTERNATIONAL,,,,0,0,16.67,8.5,0,18.04,32.09,37.24,36.14,43.91,65.89,63.26,65.93,65.67,65.07,68.81,69.26,75.65,73.95,75.66,68.33
CH0025751329,LOGITECH 'R',,,,,,,0,0,1.9,12.95,14.55,9.53,13.14,11.96,11.41,10.82,36.25,44.34,48.41,55.19,53.9,57.22,63.59,64.08
CH0030170408,GEBERIT 'R',,,,1.57,14.1,40.08,80.48,83.05,91.27,91.77,93.35,93.37,93.94,93.86,93.02,91.49,92.32,93.55,94.46,95.39,92.91,94.71,89.34,89.57
CH0038388911,SULZER 'R',,,,4.89,4.27,37.42,59.53,53.84,45.71,41.81,53.71,50.57,65.74,62.96,79.27,78.32,73.09,60.4,61.09,57.93,61.26,62.26,86.4,91.46
CH0038863350,NESTLE 'N',,,,36.36,31.25,52.22,74.81,75.15,87.56,87.27,91.77,92.52,94.66,96.84,96.98,96.87,95.01,96.26,95.22,98.22,98.02,98.04,88.69,
CH0044328745,CHUBB,,,,28.38,28.42,28.33,27.21,39.37,60.6,69.26,65.86,66.89,60.08,56.09,57.97,60.2,65.3,74.21,72.87,46.66,44.73,46.32,45.53,43.18
CH0048265513,TRANSOCEAN,,,,0,0,10.76,14.79,12.7,4.57,35.5,56.3,57.84,56.68,57.43,58.88,49.91,64.75,66.77,58.03,54.31,50.15,46.32,47.16,
CH0102484968,JULIUS BAER GRUPPE,,,,,,,,24.73,27.62,32.6,32.65,33.9,64.93,63.48,52.31,52.91,55.58,67.05,75.2,75,78.02,77.13,78.2,74.62
CH0114405324,GARMIN,,,,,,0,0,0,2.94,15.97,7.56,33.88,30.78,46.58,37.46,47.23,46.76,53.58,55.71,48.26,46.8,48.58,43.47,51.47
CH0126881561,SWISS RE,,,,35.05,35.92,93.89,95.78,91.48,93.01,95.43,92.7,92.54,87.02,90.12,88.08,88.42,89.65,87.08,85.65,67.95,62.43,63.45,68.93,66.63
CH0210483332,RICHEMONT N,,,,0,0,0,18.42,17.4,20.67,40.49,33.98,42.25,42.22,49.37,49.1,49.78,51.07,52.73,49.76,53.61,56.06,56.17,69.29,70.12
CH0244767585,UBS GROUP,,,,39.37,65.74,42.61,97.63,98.1,89.04,90.94,89.64,88.08,88.03,88.24,91.51,93.77,95.12,95.41,97.85,99.13,98.14,96.91,96.91,97.72
CH0418792922,SIKA,,,,,,54.7,50.34,50.82,38.72,38.08,38.86,36.53,35.54,60.03,62.55,68.96,80.27,81.35,77.77,81.32,84.63,91.25,88.37,
CH1169151003,GEORG FISCHER,,,,,,0.26,12.04,16.63,80.39,68.58,80.05,73.47,75.17,70.29,74.39,60.98,65.82,65.41,67.78,71.65,73.53,87.44,87.84,86.62
CH1175448666,STRAUMANN HLDG.,,,,0,22.08,47.92,34.53,22.56,37.39,39.2,36.83,27.99,31.72,33.4,30.78,27.36,29.97,34.88,39.4,43.06,40.5,44.83,53.1,51.04
CH1256740924,SGS 'N',,,,0,0,0,0,0,11.5,3.12,32.69,33.92,63.64,60.63,57.36,68.5,70.09,72.1,73.55,76.44,75.92,76.85,77.59,71.24
CL0000001314,EMPRESAS CMPC,,,,,,,,,18.85,31.51,28.07,25.62,21.18,30.04,31.94,34.93,36.84,32.06,31.39,69.13,75.09,74.45,75.54,80.97
CLP371861061,ENEL AMERICAS,,,,,,,,,0.29,2.71,4.79,22.05,19.23,15.83,69.24,71.16,73.13,68.32,84.24,79.19,82.76,84.14,94.57,96.1
CNE1000001T8,ALUMINUM CORPORATION OF CHINA 'H',,,,,,,,,16.79,24.07,25.82,31.33,29.34,39.09,38.44,39.87,37.09,44.19,64.79,61.7,62.98,64.21,56.2,74.58
CNE100000205,BANK OF COMMS.'H',,,,,,,,,18.32,18.18,16.54,36.27,52.19,50.65,51,51.12,59.06,60.67,70.13,49.88,56.28,58.87,40.32,41.19
CNE1000002H1,CHINA CON.BANK 'H',,,,,,,,,49.87,51.49,73.31,67.18,58.95,58.29,58.42,63.06,76.45,79.52,82.21,58.94,57.41,59.36,63.64,62.55
CNE1000002L3,CHINA LIFE INSURANCE 'H',,,,,,,,,22.98,22.5,21.6,21.04,19.58,18.7,19.13,27.26,30.56,36.61,42.15,25.08,27.2,26.66,22.09,24.8
CNE1000002Q2,CHINA PTL.& CHM. 'H',,,,,,13.86,8.29,5.16,25.93,43.79,48.59,44.94,39.69,52.37,51.21,51.57,36.55,30.41,44.38,49.87,69.79,70.33,69.17,82.73
CNE1000002R0,CHINA SHENHUA EN.CO.'H',,,,,,,,,85.61,87.2,79.23,72.25,75.84,88.52,87.94,83.3,83.45,87.86,87.03,89.04,91.45,90.61,91.9,89.89
CNE1000003G1,INDL&COML.BOC.'H',,,,,,,,,23.76,58.13,56.42,73.58,72.14,75.05,75.09,70.83,73.17,75.84,67.92,46.99,48.24,47.09,50.48,51.39
CNE1000003W8,PETROCHINA 'H',,,,5.57,2.08,7.31,15.01,20.72,21.72,35.9,31.25,31.99,33.64,25.81,34.02,55.12,60.65,61.49,63.53,64.5,61.23,54.58,56.65,65
CNE1000003X6,PING AN INSURANCE (GROUP) OF CHINA 'H',,,,,,,,,22.98,30.36,23.01,22.47,53.14,50.3,54.84,54.84,52.84,71.78,75.74,69.31,66.87,64.2,66.64,64.94
CZ0005112300,CEZ,,,,,,,,,46.94,44.84,42.11,43.77,42.01,39.36,36.01,31.99,64.49,63.57,71.06,72.1,78.41,76.45,75.4,80.41
DE0005089031,UNITED INTERNET,,,,,,0,0,0,7.21,7.66,6.71,2.32,2.33,1.58,1.58,1.75,2.33,14.15,36.51,34.76,38.16,37.7,31.16,35.93
DE0005140008,DEUTSCHE BANK,,,,28.57,36.45,53.38,90.97,88.38,90.09,81.93,85.98,88.14,91.78,90.55,91.86,93.87,95.14,93.54,98.11,96.71,95.86,95.49,95.68,94.77
DE0005190003,BMW,,,,,,,43.97,91.42,83.17,91.74,89.41,90.8,96.14,93.69,93.39,93.17,95.12,95.48,91.09,90.56,90.57,84.72,81.22,86.27
DE0005200000,BEIERSDORF,,,,,,,27.5,33.47,52.04,52.5,58.67,60.86,55,52.98,59.76,53.74,52.71,54.43,70.82,65.67,73.38,71.69,66.65,64.82
DE0005439004,CONTINENTAL,,,,4.2,15.54,18.28,11.05,6.23,50.85,47.33,66.01,67.11,76.32,72.76,74,73.61,73.15,79.37,74.6,75.02,78.13,71.6,71.04,70.93
DE0005470405,LANXESS,,,,,,,29.42,29.18,23.48,79.93,74.16,65.75,68.68,66.69,67.07,67.44,67.28,65.38,61.9,66.88,69.02,68.52,70.38,74.49
DE0005552004,DEUTSCHE POST,,,,,,,53.83,54.54,53.71,75.24,78.71,79.14,80.74,81.48,81.52,82.15,79.75,78.97,77.11,76.12,77.44,77.9,76.61,75
DE0005557508,DEUTSCHE TELEKOM,,,,40.36,40.38,48.77,43.32,60.13,57.55,77.68,79.91,74.36,79.5,78.51,80.02,82.84,82.21,80.21,82.42,85.17,82.29,80.03,84.01,82.06
DE0005773303,FRAPORT,,,,,,64.92,56.39,62.63,45.25,65.43,62.63,67.33,69.33,74.32,74,78.85,81.89,82.51,86.33,86.41,84.74,82.76,81.82,83.43
DE0005785604,FRESENIUS,,,,,,,,,73.12,76.97,70.9,72.86,67.15,50,44.36,55,60.55,55.28,50.74,55.63,53.82,64.06,68.65,68.91
DE0005785802,FRESENIUS MED.CARE,,,,33.33,33.33,11.67,29.17,37.5,48.32,37.33,61.67,65.71,61.06,54.91,57.62,46.94,47.38,46.08,62.35,58.55,56.93,63.44,66.51,65.63
DE0005810055,DEUTSCHE BOERSE,,,,43.33,39.81,44.99,51.19,48.33,34.09,78.19,83.01,75.75,75.97,75.38,75.09,74.2,77.19,79.4,74.82,42.12,68.23,66.14,67.47,
DE0005909006,BILFINGER BERGER,,,,,,0,0,0,34.11,22.34,12.81,48.89,48.15,74.38,72.46,77.82,77.77,76.19,67.43,61,61.39,62.72,36.03,50.42
DE0006047004,HEIDELBERG MATERIALS,,,,,,,39.43,19.4,41.07,72.42,59.63,61.74,60.07,80.35,78.74,84.05,85.04,84.41,84.25,84.5,83.16,82.29,82.85,83.49
DE0006048432,HENKEL PREFERENCE,,,,57.75,60.65,54.86,66.32,66.24,72.2,95.69,95.07,71.99,72.06,72.14,72.38,72.26,73.48,70.91,70.14,68.66,68.72,73.35,70.24,71.05
DE0006070006,HOCHTIEF,,,,,,,23.65,76.91,68.37,75.29,82.33,80.1,76.07,85.8,84.98,82.94,87.3,87.88,89.32,89.61,88.16,89.99,83.98,84.63
DE0006202005,SALZGITTER,,,,,,2.14,0,22.91,51.73,46.56,71.6,72.79,79.29,55.85,55.37,46.9,45.12,67.46,78.72,80.66,78.78,82.99,74.15,78.39
DE0006231004,INFINEON TECHNOLOGIES,,,,14.58,45.56,27.2,3.64,6.77,34.07,44.08,59.07,63.94,61.12,51.25,58.12,62.83,72.31,76.44,76.41,74.8,75.34,80.59,77.8,76.05
DE0006569908,MLP,,,,35.56,27.78,26.48,26.3,26.68,21.9,20.11,20.27,18.73,17.5,17.56,18.59,17.81,17.87,17.87,35.26,41.33,39.94,52.57,47.46,43.65
DE0006599905,MERCK KGAA,,,,22.47,9.76,7.1,13.57,6.1,16.65,45.89,53.61,74.2,74.92,79.32,83.94,86.97,89.51,89.87,91.76,91.23,91.89,91.17,90.81,89.15
DE0006602006,GEA GROUP,,,,,,0,0,4.77,12.54,38.69,32.68,31.78,45.49,42.58,32.87,35.13,39.61,51.16,56.54,67.57,69.3,69.08,68.23,85.46
DE0006969603,PUMA,,,,,,,36.2,30.36,48.95,62.01,60.1,85.28,88.3,87.97,90.36,87.49,85.13,87.39,83.56,79.64,81.49,81.65,84.54,87.7
DE0007030009,RHEINMETALL,,,,,,0,0,8.82,16.64,5.87,5.91,16.36,17.67,24.7,23.86,23.52,35.32,42.87,44.06,45.18,65.27,71.3,86.16,84.99
DE0007037129,RWE,,,,0,44.3,55.18,40.67,54.15,75.36,94.77,96.34,94.17,94.15,89.64,94.66,90.63,89.89,90.44,84.32,86.16,79.14,77.26,73.4,68.09
DE0007042301,RHOEN-KLINIKUM,,,,,,0,30.83,33.17,67.2,53.58,32.44,35.4,38.18,21.7,34.25,35.42,37.2,25.91,37.83,35.46,34.72,39.28,33.64,32.38
DE0007100000,MERCEDES-BENZ GROUP N,,,,37.21,51.82,47.12,70.79,78.13,84.87,79.26,79.67,90.98,90.48,91.48,91.68,87.64,92.17,88.31,91.26,92.16,96.96,95.61,97.06,94.54
DE0007164600,SAP,,,,0,0,0,0,0,61,61.41,84.94,84.04,81.94,81.5,81.5,77.36,78.73,79.82,76.88,75.98,77.33,76.57,76.86,75.29
DE0007236101,SIEMENS,,,,55.91,57.77,21.49,48.23,67.5,80.09,85.72,87.91,88.65,80.42,82.88,82.88,86.15,81.72,80.41,83.52,84.67,85.42,87.26,87.65,87.48
DE0007257503,CECONOMY,,,,6.67,60.45,0,11.38,34.08,84.54,83.76,83.01,83.48,84.48,84.28,82.78,81.46,85.33,82.82,84.56,72.4,72.33,72.59,76.41,79.04
DE0007297004,SUEDZUCKER,,,,22.73,0,0,14.31,0,1.08,5.94,11.34,10.4,18.18,15.41,15.77,28.84,30.92,48.53,53.99,50.43,51.59,63.98,61.55,61.07
DE0007314007,HEIDELB.DRUCKMASCHINEN,,,,35.42,82.45,17.27,22.41,29.24,38.11,37.55,55.91,56.36,52.51,66.58,61.96,57.32,54.01,73.47,53.73,55.88,54.77,57.4,55,56.82
DE0007500001,THYSSENKRUPP,,,,17.44,5.52,17.82,39.63,36.05,34.07,79.64,74.44,73.85,78.31,80.43,75.02,83.24,81.4,77.78,78.41,77.27,74.5,71.36,67.67,68.2
DE0007664039,VOLKSWAGEN PREF.,,,,59.9,64.73,50.18,60.88,64.39,63.28,84.69,83.94,76.55,79.53,81.95,83.57,91.61,86.07,88.22,88.94,92.11,93.05,95.21,94.94,89.57
DE0008232125,DEUTSCHE LUFTHANSA,,,,12.88,16.4,52.75,46.32,61.16,71.92,70.34,71.56,69.02,82.6,76.61,76.95,80.26,86.11,87.31,88.1,84.85,79.11,79.4,72.63,68.51
DE0008402215,HANNOVER RUECK,,,,,,28.33,27.21,32.99,31.75,34.06,45.59,45.16,48.86,76.42,77.64,77.95,84.13,84.6,83.51,53.73,54.44,81.5,80.55,67.97
DE0008404005,ALLIANZ,,,,28.38,61.25,59.44,90.76,87.98,94.47,95.29,95.94,96.24,98.31,97.96,97.81,97.29,97.5,97,96.05,95.46,95.43,94.01,95.01,94.91
DE0008430026,MUENCHENER RUCK.,,,,95.05,96.59,97.22,59.1,66.25,93.9,91.16,92.26,91.86,86.85,89.83,89.98,94.27,91.2,90.38,93.84,94.87,95.74,94.22,93.64,90.78
DE000A0D9PT0,MTU AERO ENGINES HLDG.,,,,,,,40,20.45,42.91,23.65,22.9,25.35,43.85,53.96,56.3,51.01,69.8,66.16,72.46,90.87,90.22,87.95,86.2,83.81
DE000A0S8488,HAMB.HAFEN UD.LOGISTIK,,,,,,,,,19.32,23.92,30.18,44.93,42.93,53.89,48.32,56.64,53.63,54.22,48.61,43.59,65.19,64.14,58.05,52.15
DE000A1EWWW0,ADIDAS,,,,36.18,10.53,26.32,1.46,0,70.07,86,92.46,87.35,91.33,90.05,91.6,88.36,90,89.48,87.46,87.69,89.39,86.88,83.62,83.5
DE000BASF111,BASF,,,,52.94,60.14,51.98,48.02,51.97,80.44,79.31,77.67,87.24,87.77,87.45,89.67,90.24,91.89,89.2,90.5,91.89,92.68,96.05,95.59,95.18
DE000BAY0017,BAYER,,,,16.15,26.87,50.09,52.49,55.59,76.74,79.85,77.83,78.8,79.09,80.67,80.81,78.51,80.6,79.94,83.54,85.29,87.18,84.41,84.87,85.21
DE000CBK1001,COMMERZBANK,,,,36.68,30.96,72.17,74.88,72.97,84.19,93.79,91.04,93.5,91.69,90.7,89.11,91.23,88.6,90.17,90.02,79.76,88.54,91.3,92.2,90.12
DE000CLS1001,MCKESSON EUROPE DEAD - DELIST.15/06/23,,,,0,0,0,0,0,0.54,5.34,21.08,21.27,25.11,22.23,8.38,8.74,9.81,25.94,37.07,26.37,46.45,42.78,63.33,
DE000ENAG999,E ON N,,,,18.45,15.83,34.48,26.93,58.89,59.12,72.05,65.2,57.75,83.9,90.37,84.84,81.98,81.61,78.31,62.7,58.46,64.02,53.78,48.07,71.1
DE000KSAG888,K + S,,,,,,41.57,50.38,47.54,47.68,50.61,46.86,56.11,53.09,61.15,63.14,55.36,35.38,32.22,34.28,41.04,37.2,40.5,39.36,44.73
DE000PSM7770,PROSIEBENSAT 1 MEDIA,,,,0,0,0,0,0,0,0,0,0,1.61,2.3,4,3.64,25.58,39.08,35.45,35.77,41.33,42.68,41.48,48.35
DE000TUAG505,TUI N,,,,37.93,72.04,61.11,72.52,77.14,60.02,86.55,90.11,84.33,81.28,73.32,70.38,70.12,78.08,92.2,90.95,90.9,82.9,72.11,69.25,60.16
DK0010181759,CARLSBERG B,,,,0,0,11.22,0,2.98,8.1,42.97,62.16,62.16,64.34,56.55,58.93,57.63,55.36,59.45,57.71,57.08,61.46,69.16,66.26,65.89
DK0010219153,ROCKWOOL B,,,,,,,,,29.34,58.76,77.24,71.83,77.5,73.78,76.38,72.03,72.16,80.23,78.56,77.86,82.68,82.23,79.13,81.29
DK0010234467,FLSMIDTH AND CO.,,,,,,,0,0,11.63,24.85,40.72,44.56,47.03,49.99,49.67,48.07,45.29,50.88,64.84,61.27,55.21,56.21,53.21,66.54
DK0010244508,A P MOLLER MAERSK B,,,,0,0,7.52,11.68,11.03,40.2,41.08,71.52,74.44,79.5,80.75,79.04,70.36,72.67,70.85,74.22,73.67,73.53,70.29,73.05,73.49
DK0010272632,GN STORE NORD,,,,0,0,0,0,5.19,10.6,13.16,13.59,8.97,11.25,8.04,8.63,12.43,14.69,22.66,10.24,13.29,16.72,19.68,19.78,21.88
DK0010274414,DANSKE BANK,,,,,,,29.2,40.67,69.35,80.55,84.08,85.61,82.08,82.4,80.9,84.84,86.49,86.79,90.73,86.78,86.52,84.01,85.46,80.54
DK0010287663,NKT,,,,0,0,9.26,0,1.94,18.98,42.99,52.77,56.75,53.99,59.29,59.91,53.08,53.14,59.8,57.27,50.5,54.29,55.55,60.43,58.42
DK0010307958,JYSKE BANK,,,,,,25.81,25.56,23.63,18.32,18.18,16.54,18.16,17.67,16.33,16.23,16.22,45.82,54.45,57.23,17.39,73.33,68.72,72.2,70.03
DK0010311471,SYDBANK,,,,,,25.81,25.56,23.63,18.32,18.18,16.54,17.06,16.67,15.26,48.99,50.19,53.13,56.98,60.22,20.09,21.54,21.64,25.91,63.75
DK0060079531,DSV,,,,6.02,18.06,0,0,0,23.1,30.13,31.95,38.62,54.27,50.18,57.38,58.66,66.3,56.8,56.4,55.4,57.86,71.14,74.75,75.53
